mod,name,itemid,metadata,aer,alienis,aqua,arbor,auram,bestia,cognitio,corpus,desidia,exanimis,fabrico,fames,gelum,gula,herba,humanus,ignis,infernus,instrumentum,invidia,ira,iter,limus,lucrum,lux,machina,messis,metallum,meto,mortuus,motus,ordo,pannus,perditio,perfodio,permutatio,potentia,praecantatio,sano,sensus,spiritus,superbia,telum,tempestas,tenebrae,terra,tutamen,vacuos,venenum,victus,vinculum,vitium,vitreus,volatus
UndergroundBiomes,igneous_metal.block.precious.ore.1,1118,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,igneous_metal.block.precious.ore.1,1118,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,igneous_metal.block.precious.ore.1,1118,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,igneous_metal.block.precious.ore.1,1118,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,igneous_metal.block.precious.ore.1,1118,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.precious.ore.1,1119,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.precious.ore.1,1119,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.precious.ore.1,1119,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.precious.ore.1,1119,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.precious.ore.1,1119,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.precious.ore.1,1119,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.precious.ore.1,1119,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.precious.ore.1,1119,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.precious.ore.1,1120,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.precious.ore.1,1120,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.precious.ore.1,1120,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.precious.ore.1,1120,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.precious.ore.1,1120,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.precious.ore.1,1120,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.precious.ore.1,1120,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.precious.ore.1,1120,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,
UndergroundBiomes,igneous_metal.block.base.ore.1,1157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,igneous_metal.block.base.ore.1,1157,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,igneous_metal.block.base.ore.1,1157,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,igneous_metal.block.base.ore.1,1157,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,igneous_metal.block.base.ore.1,1157,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,igneous_metal.block.base.ore.1,1157,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,igneous_metal.block.base.ore.1,1157,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,igneous_metal.block.base.ore.1,1157,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,metamorphic_metal.block.base.ore.1,1158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,metamorphic_metal.block.base.ore.1,1158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,metamorphic_metal.block.base.ore.1,1158,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,metamorphic_metal.block.base.ore.1,1158,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,metamorphic_metal.block.base.ore.1,1158,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,metamorphic_metal.block.base.ore.1,1158,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,metamorphic_metal.block.base.ore.1,1158,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,metamorphic_metal.block.base.ore.1,1158,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,sedimentary_metal.block.base.ore.1,1159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,sedimentary_metal.block.base.ore.1,1159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,sedimentary_metal.block.base.ore.1,1159,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,sedimentary_metal.block.base.ore.1,1159,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,sedimentary_metal.block.base.ore.1,1159,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,sedimentary_metal.block.base.ore.1,1159,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,sedimentary_metal.block.base.ore.1,1159,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,sedimentary_metal.block.base.ore.1,1159,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,
UndergroundBiomes,igneous_metal.block.base.ore,1163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,igneous_metal.block.base.ore,1163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,igneous_metal.block.base.ore,1163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,igneous_metal.block.base.ore,1163,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,igneous_metal.block.base.ore,1163,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,igneous_metal.block.base.ore,1163,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,igneous_metal.block.base.ore,1163,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,igneous_metal.block.base.ore,1163,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.base.ore,1164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.base.ore,1164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.base.ore,1164,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.base.ore,1164,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.base.ore,1164,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.base.ore,1164,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.base.ore,1164,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,metamorphic_metal.block.base.ore,1164,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.base.ore,1165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.base.ore,1165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.base.ore,1165,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.base.ore,1165,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.base.ore,1165,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.base.ore,1165,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.base.ore,1165,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
UndergroundBiomes,sedimentary_metal.block.base.ore,1165,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,
ThermalExpansion,Machine,1166,0,,,,,,,,,,,2,,,,,,4,,,,,,,,,6,,8,,,,,,,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,8,,,2,,,4,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,2,,,,2,,,,,,,,,,,,,,,4,,,,,,,6,,8,,,,,,,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,3,,,,,,,,,,,,,,,,,4,,,,,,,,,6,,8,,,,,,,,2,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,4,,,2,,,,,,,,,,,,,,4,,,,,,,,,6,,8,,,,,,,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,5,,,4,,,,,,,,,,,,,,,,,,,,,,,6,,8,,,2,,,,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,6,,,2,,,,,,,,,,4,,,,,,,,,,,,,6,,8,,,,,,,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,7,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,8,,,,,,4,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,8,,,2,,,,,,,,,,4,,,,,,,,,,,,,6,,8,,,,,,,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,9,,,,,,,,,,,4,,,,,,,,,,,,,,,6,,8,,,2,,,,,,2,,,,,,,,,,,,,,,,2,
ThermalExpansion,Machine,1166,10,,,,,,,,,,,,,,,,,,,,,,,,,,6,,8,,,,,,,,2,6,,,,,,,,,,,,,,,,2,
ThermalExpansion,Device,1167,2,,,,4,,,,,,,,,,,,,,,,,,,,5,,6,,49,,,,,,,,,3,,,,,,,,,,,,,,,,7,
ThermalExpansion,Device,1167,4,,,,3,,,,,,,,,,,,,,,,,,,,4,,6,,63,,,6,,,,,,,,,,,,,,,,,,,,,,8,
ThermalExpansion,Device,1167,5,,,,,,,,,,,,,,,,,3,,,,,,,4,,5,,57,,,3,,,,,,,,,,,,,,,,,,,,,,8,
ThermalExpansion,Device,1167,6,,,,,,,,,,,,,,,,,,,,,,,,4,,6,,64,,,,,,,,4,,,,,,,,,,,,5,,,,,8,
ThermalExpansion,Cell,1169,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,31,,,,,,,,,10,,,,,,,,,,2,2,,,,,2,
ThermalExpansion,Cell,1169,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,31,,,,,,,,,10,,,,,,,,,,2,2,,,,,2,
ThermalExpansion,Cell,1169,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,32,,,,4,,,,,7,,,,,,,,,,1,,,,,,1,
ThermalExpansion,Cell,1169,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,32,,,,4,,,,,7,,,,,,,,,,1,,,,,,1,
ThermalExpansion,Cell,1169,3,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,20,,,,1,,,,,3,,,,,,,,,,1,,,,,,,
ThermalExpansion,Cell,1169,3,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,20,,,,1,,,,,3,,,,,,,,,,1,,,,,,,
ThermalExpansion,Cell,1169,4,,6,,,,,,,,,,,,,,,,,,,,,,7,,1,,24,,,,,,,,,5,,,,,,,,,,,,,,,,,
ThermalExpansion,Cell,1169,4,,6,,,,,,,,,,,,,,,,,,,,,,7,,1,,24,,,,,,,,,5,,,,,,,,,,,,,,,,,
ThermalExpansion,Tank,1170,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,
ThermalExpansion,Tank,1170,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,12,,,,3,,,,,,,,,,,,,,,,,,,,,2,
ThermalExpansion,Tank,1170,3,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,9,,,,2,,,,,,,,,,,,,,,3,,,,,,4,
ThermalExpansion,Tank,1170,4,,6,,,,,,,,,,,,,,,,,,,,,,6,,,,15,,,,,,,,,3,,,,,,,,,,2,,,,,,3,
ThermalExpansion,Strongbox,1171,1,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,18,,,,,,,,,,,,,,,,,,,,3,,,,,3,
ThermalExpansion,Strongbox,1171,2,,,,3,,,,,,,,,,,,,,,,,,,,2,,3,,22,,,,3,,,,,,,,,,,,,,,,2,,,,,,
ThermalExpansion,Strongbox,1171,3,,,,2,,,,,,,,,,,,,3,,,,,,,,,2,,16,,,,,,,,,,,,,,,,,,,3,,,,,,4,
ThermalExpansion,Strongbox,1171,4,,6,,,,,,,,,,,,,,,,,,,,,,6,,,,21,,,,,,,,,3,,,,,,,,,,2,,,,,,3,
ThermalExpansion,Cache,1172,1,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,3,
ThermalExpansion,Cache,1172,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,3,,22,,,,3,,,,,,,,,,,,,,,,,,,,,2,
ThermalExpansion,Cache,1172,3,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,16,,,,2,,,,,,,,,,,,,,,3,,,,,,4,
ThermalExpansion,Cache,1172,4,,6,,,,,,,,,,,,,,,,,,,,,,6,,,,21,,,,,,,,,3,,,,,,,,,,2,,,,,,3,
ThermalExpansion,Tesseract,1173,0,,,,,,,,,,,3,,,,,,,,3,,,,,6,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Light,1174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Frame,1175,0,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,37,,,,,,,,,,,,,,,,,,,,,,,,,8,
ThermalExpansion,Frame,1175,1,,,,,,,,,,,,,,,,,,,,,,,,5,,8,,51,,,,3,,,,,,,,,,,,,,,,,,,,,6,
ThermalExpansion,Frame,1175,2,,,,,,,,,,,,,,,,,,,,,,,,3,,7,,52,,,,,,,,,3,,,,,,,,,,3,,,,,,7,
ThermalExpansion,Frame,1175,3,,3,,,,,,,,,,,,,,,,,,,,,,8,,6,,64,,,,,,,,,,,,,,,,,,,2,,,,,,5,
ThermalExpansion,Frame,1175,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,18,,,,3,,,,,9,,,,,,,,,,3,,,,,,3,
ThermalExpansion,Frame,1175,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,,22,,,,5,,,,,6,,,,,,,,,,2,,,,,,2,
ThermalExpansion,Frame,1175,6,,,,,,,,,,,,,,,,,3,,,,,,,6,,,,9,,,,,,,,,,,,,,,,,,,3,,,,,,6,
ThermalExpansion,Frame,1175,8,,6,,,,,,,,,,,,,,,,,,,,,,10,,,,15,,,,,,,,,3,,,,,,,,,,2,,,,,,4,
ThermalExpansion,Frame,1175,9,,6,,,,,,,,,,,,,,,,,,,,,,6,,,,9,,,,,,,,,3,,,,,,,,,,,,,,,,,
ThermalExpansion,Frame,1175,10,,6,,,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,3,,,,,,,,,,3,,,,,,6,
ThermalExpansion,Frame,1175,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,
ThermalExpansion,Glass,1176,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
ThermalExpansion,Glass,1176,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
ThermalExpansion,Rockwool,1177,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Sponge,1178,1,,,,3,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,
ThermalExpansion,Sponge,1178,2,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,
EnderStorage,enderChest,1182,0,,3,,4,,,,,,,,,,,,,15,,,,,3,,,,,,,,,,,3,,,,,7,,,,,,,,,,,,,,,,
EnderStorage,enderChest,1182,4096,,3,,,,,,,,,,,,,,,15,,,,,3,,,,,,15,,,,,3,,,,,7,,,,,,,,,,,,,,,,
Translocator,translocator,1183,0,,1,,,,,,,,,,,,,,,,,,,,1,,,,2,,5,,,1,,,,,,3,,,,,,,,,,,,,,,,,
Translocator,translocator,1183,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,2,,4,,,1,,,,,,3,,,,,,,,,,,,,,,,,
Thaumcraft,blockEldritch,1191,4,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Metallurgy,extra.storage.block,1195,0,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,
customnpcs,npcCarpentyBench,1214,0,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaumcraft,blockEssentiaReservoir,1219,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,2,,,,,,,3,,,7,,,,,,
Thaumcraft,blockPortalEldritch,1222,0,,8,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
AWWayofTime,blockReagentConduit,1223,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,12,,,,,3,,,,6,,,,,,,,,,,,,,,,,
AWWayofTime,blockAlchemicCalcinator,1243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,2,,,,,,,2,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
AWWayofTime,blockCrystalBelljar,1246,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,
ThermalExpansion,Plate,1261,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,,15,,,3,2,,,,,,,,,,,,,,,3,,,,,,,
